x_0,x_1,x_2,y
12.20011694981521,12.31763158945975,0.6130224416856791,3.0625756867840224
-8.567944796474336,-17.842771904733745,-4.665244768579271,8.786511376551836
-3.661071783200054,-18.18899224390219,-18.04969157091328,8.518687370147514
19.967044602602854,6.09476446351951,-10.619591933207042,32.71447580486097
-2.602097910994317,18.967447730370218,15.907104324341951,-32.40749049788581
13.769241504349637,-4.303813426608873,-0.27907925073029816,48.757096800963424
7.067574073242643,-17.56789148167776,2.2238446768289357,60.24013115654061
-9.14193581879594,15.186046933396888,-17.43142250751236,-80.99617833312685
7.1672613208546,14.803540093100132,-10.907258993563676,-33.92119503767979
15.817929576565042,14.8878187209734,-19.25931129319157,-6.9027797819186745
8.299822693487094,-19.952012656526854,0.134558622146578,74.66949068346874
-2.5333179129738923,-11.86988655541741,-7.002294216975757,10.1802601191305
12.248613241081742,-7.341916503820393,-14.038456658657768,35.054283246728296
7.940479612732432,-2.0582359695849526,11.95757963852536,45.62545519685275
-10.579341707753143,-7.2086138272685485,11.995181042198134,5.1245856705337
0.2827255569356524,0.2554000568628396,-10.55223486416546,-13.443856446254816
-19.41854878544747,17.328956009017347,-16.5669683565268,-116.72372649485979
13.797072058944401,-5.28477044353933,18.04091924783198,86.68713642140976
-4.022989536847742,17.457682473680123,2.2463910213558833,-54.05904729541653
-10.394586867888966,9.65686680111251,6.975588595470512,-52.7024544980364
7.368208495383932,-1.4470255966653092,-11.124457633421812,7.10083857505664
5.637605659252436,-15.71642015450854,7.6888909857931935,58.47885977197468
5.41547199562843,-4.939498976492311,11.94093383224422,39.72595677210658
-12.238980959718218,-4.381643448091136,11.91735544388084,-15.080903910929077
-4.780985174267055,8.530314564978084,4.500712166612473,-36.893403980142665
17.640039009704076,19.66706867960785,8.947050186031852,17.13982682689832
12.353752361386796,-13.885399074173087,8.515610502662735,68.93679234792248
13.904975210181355,-3.9509700802947414,2.130001591741639,47.54435788290533
-0.8204899295655146,18.340919991974857,-7.3088863889313735,-47.008174404431955
-3.9166189224893664,-19.96320843556537,-3.1926186122747815,39.51603412903267
5.257444245291602,17.398443767466013,16.94706339030938,-4.773342197702805
-6.906007467036087,19.55444102476077,-12.493002390619248,-82.30943253697656
12.930080721441264,-13.709620516638218,-3.7960538855536186,77.3637146572574
-17.061067527708897,14.321557247920694,13.151922839060894,-68.5266401146285
-14.40842805829135,1.0842590622833015,-9.674340123347744,-57.157254542463534
-0.3289719992465514,2.1282402379699548,-15.749517952049711,-31.35773893904703
14.575022524045302,-8.85214723862752,-2.1150671370250684,62.94902101762998
-17.70965613137005,-19.890191743670485,-12.19361913612055,-21.7052519898527
-6.3329926352663755,17.124536840582948,15.5891315403819,-46.63423853331332
-0.7799593341541424,-1.8096072566967472,6.679721754155228,6.628611577595175
14.350196098394164,-6.508099770052041,11.746181110346242,73.1930207292657
-4.0405098764782466,3.762155295508297,9.498679311609077,-11.777056792984965
0.054288176685048484,7.631030848267976,7.892539294352044,-5.088112882720208
-19.771492402883272,-18.437378669767423,-14.038467567378019,-36.69809882464354
-11.454594626030698,-11.871415716218724,-18.041376729882014,-27.182247647118032
-11.311543910008805,4.037894776011875,15.443006457214125,-16.200273439226645
-6.019847693086753,-5.343808043744712,-3.3303306742092396,-8.501933092974681
7.213671321845226,11.410958088352473,17.638323292383774,20.272682802758233
-4.9719983408115365,8.27096817895692,-6.334639601033203,-37.510665505050184
